code	prefecture	municipality	type	pref_kana	muni_kana	pref_romaji	muni_romaji
434426	熊本県	嘉島町	町	クマモトケン	カシママチ	kumamo	kashima
434434	熊本県	益城町	町	クマモトケン	マシキマチ	kumamo	mashiki
434442	熊本県	甲佐町	町	クマモトケン	コウサマチ	kumamo	kosa
434477	熊本県	山都町	町	クマモトケン	ヤマトチョウ	kumamo	yamato
434680	熊本県	氷川町	町	クマモトケン	ヒカワチョウ	kumamo	hikawa
434825	熊本県	芦北町	町	クマモトケン	アシキタマチ	kumamo	ashikita
434841	熊本県	津奈木町	町	クマモトケン	ツナギマチ	kumamo	tsunagi
435015	熊本県	錦町	町	クマモトケン	ニシキマチ	kumamo	nishiki
435058	熊本県	多良木町	町	クマモトケン	タラギマチ	kumamo	taragi
435066	熊本県	湯前町	町	クマモトケン	ユノマエマチ	kumamo	yunomae
435074	熊本県	水上村	村	クマモトケン	ミズカミムラ	kumamo	mizukami
435104	熊本県	相良村	村	クマモトケン	サガラムラ	kumamo	sagara
435112	熊本県	五木村	村	クマモトケン	イツキムラ	kumamo	itsuki
435121	熊本県	山江村	村	クマモトケン	ヤマエムラ	kumamo	yamae
435139	熊本県	球磨村	村	クマモトケン	クマムラ	kumamo	kuma
435147	熊本県	あさぎり町	町	クマモトケン	アサギリチョウ	kumamo	asagiri
435317	熊本県	苓北町	町	クマモトケン	レイホクマチ	kumamo	reihoku
442011	大分県	大分市	市	オオイタケン	オオイタシ	oita	oita
442020	大分県	別府市	市	オオイタケン	ベップシ	oita	beppu
442038	大分県	中津市	市	オオイタケン	ナカツシ	oita	nakatsu
442046	大分県	日田市	市	オオイタケン	ヒタシ	oita	hita
442054	大分県	佐伯市	市	オオイタケン	サイキシ	oita	saiki
442062	大分県	臼杵市	市	オオイタケン	ウスキシ	oita	usuki
442071	大分県	津久見市	市	オオイタケン	ツクミシ	oita	tsukumi
442089	大分県	竹田市	市	オオイタケン	タケタシ	oita	taketa
442097	大分県	豊後高田市	市	オオイタケン	ブンゴタカダシ	oita	bungotakada
442101	大分県	杵築市	市	オオイタケン	キツキシ	oita	kitsuki
442119	大分県	宇佐市	市	オオイタケン	ウサシ	oita	usa
442127	大分県	豊後大野市	市	オオイタケン	ブンゴオオノシ	oita	bungoono
442135	大分県	由布市	市	オオイタケン	ユフシ	oita	yufu
442143	大分県	国東市	市	オオイタケン	クニサキシ	oita	kunisaki
443221	大分県	姫島村	村	オオイタケン	ヒメシマムラ	oita	himeshima
443417	大分県	日出町	町	オオイタケン	ヒジマチ	oita	hiji
444618	大分県	九重町	町	オオイタケン	ココノエマチ	oita	kokonoe
444626	大分県	玖珠町	町	オオイタケン	クスマチ	oita	kusu
452017	宮崎県	宮崎市	市	ミヤザキケン	ミヤザキシ	miyazaki	miyazaki
452025	宮崎県	都城市	市	ミヤザキケン	ミヤコノジョウシ	miyazaki	miyakonojo
452033	宮崎県	延岡市	市	ミヤザキケン	ノベオカシ	miyazaki	nobeoka
452041	宮崎県	日南市	市	ミヤザキケン	ニチナンシ	miyazaki	nichinan
452050	宮崎県	小林市	市	ミヤザキケン	コバヤシシ	miyazaki	kobayashi
452068	宮崎県	日向市	市	ミヤザキケン	ヒュウガシ	miyazaki	hyuga
452076	宮崎県	串間市	市	ミヤザキケン	クシマシ	miyazaki	kushima
452084	宮崎県	西都市	市	ミヤザキケン	サイトシ	miyazaki	saito
452092	宮崎県	えびの市	市	ミヤザキケン	エビノシ	miyazaki	ebino
453412	宮崎県	三股町	町	ミヤザキケン	ミマタチョウ	miyazaki	mimata
453617	宮崎県	高原町	町	ミヤザキケン	タカハルチョウ	miyazaki	takaharu
453820	宮崎県	国富町	町	ミヤザキケン	クニトミチョウ	miyazaki	kunitomi
453838	宮崎県	綾町	町	ミヤザキケン	アヤチョウ	miyazaki	aya
454010	宮崎県	高鍋町	町	ミヤザキケン	タカナベチョウ	miyazaki	takanabe
454028	宮崎県	新富町	町	ミヤザキケン	シントミチョウ	miyazaki	shintomi
454036	宮崎県	西米良村	村	ミヤザキケン	ニシメラソン	miyazaki	nishimera
454044	宮崎県	木城町	町	ミヤザキケン	キジョウチョウ	miyazaki	kijo
454052	宮崎県	川南町	町	ミヤザキケン	カワミナミチョウ	miyazaki	kawaminami
454061	宮崎県	都農町	町	ミヤザキケン	ツノチョウ	miyazaki	tsuno
454214	宮崎県	門川町	町	ミヤザキケン	カドガワチョウ	miyazaki	kadogawa
454290	宮崎県	諸塚村	村	ミヤザキケン	モロツカソン	miyazaki	morotsuka
454303	宮崎県	椎葉村	村	ミヤザキケン	シイバソン	miyazaki	shiiba
454311	宮崎県	美郷町	町	ミヤザキケン	ミサトチョウ	miyazaki	misato
454419	宮崎県	高千穂町	町	ミヤザキケン	タカチホチョウ	miyazaki	takachiho
454427	宮崎県	日之影町	町	ミヤザキケン	ヒノカゲチョウ	miyazaki	hinokage
454435	宮崎県	五ヶ瀬町	町	ミヤザキケン	ゴカセチョウ	miyazaki	gokase
462012	鹿児島県	鹿児島市	市	カゴシマケン	カゴシマシ	kagoshima	kagoshima
462039	鹿児島県	鹿屋市	市	カゴシマケン	カノヤシ	kagoshima	kanoya
462047	鹿児島県	枕崎市	市	カゴシマケン	マクラザキシ	kagoshima	makurazaki
462063	鹿児島県	阿久根市	市	カゴシマケン	アクネシ	kagoshima	akune
462080	鹿児島県	出水市	市	カゴシマケン	イズミシ	kagoshima	izumi
462101	鹿児島県	指宿市	市	カゴシマケン	イブスキシ	kagoshima	ibusuki
462136	鹿児島県	西之表市	市	カゴシマケン	ニシノオモテシ	kagoshima	nishinoomote
462144	鹿児島県	垂水市	市	カゴシマケン	タルミズシ	kagoshima	tarumizu
462152	鹿児島県	薩摩川内市	市	カゴシマケン	サツマセンダイシ	kagoshima	satsumasendai
462161	鹿児島県	日置市	市	カゴシマケン	ヒオキシ	kagoshima	hioki
462179	鹿児島県	曽於市	市	カゴシマケン	ソオシ	kagoshima	soo
462187	鹿児島県	霧島市	市	カゴシマケン	キリシマシ	kagoshima	kirishima
462195	鹿児島県	いちき串木野市	市	カゴシマケン	イチキクシキノシ	kagoshima	ichikikushikino
462209	鹿児島県	南さつま市	市	カゴシマケン	ミナミサツマシ	kagoshima	minamisatsuma
462217	鹿児島県	志布志市	市	カゴシマケン	シブシシ	kagoshima	shibushi
462225	鹿児島県	奄美市	市	カゴシマケン	アマミシ	kagoshima	amami
462233	鹿児島県	南九州市	市	カゴシマケン	ミナミキュウシュウシ	kagoshima	minamikyushu
462241	鹿児島県	伊佐市	市	カゴシマケン	イサシ	kagoshima	isa
462250	鹿児島県	姶良市	市	カゴシマケン	アイラシ	kagoshima	aira
463035	鹿児島県	三島村	村	カゴシマケン	ミシマムラ	kagoshima	mishima
463043	鹿児島県	十島村	村	カゴシマケン	トシマムラ	kagoshima	toshima
463922	鹿児島県	さつま町	町	カゴシマケン	サツマチョウ	kagoshima	satsuma
464040	鹿児島県	長島町	町	カゴシマケン	ナガシマチョウ	kagoshima	nagashima
464520	鹿児島県	湧水町	町	カゴシマケン	ユウスイチョウ	kagoshima	yuusui
464686	鹿児島県	大崎町	町	カゴシマケン	オオサキチョウ	kagoshima	osaki
464821	鹿児島県	東串良町	町	カゴシマケン	ヒガシクシラチョウ	kagoshima	higashikushira
464902	鹿児島県	錦江町	町	カゴシマケン	キンコウチョウ	kagoshima	kinko
464911	鹿児島県	南大隅町	町	カゴシマケン	ミナミオオスミチョウ	kagoshima	minamiosumi
464929	鹿児島県	肝付町	町	カゴシマケン	キモツキチョウ	kagoshima	kimotsuki
465011	鹿児島県	中種子町	町	カゴシマケン	ナカタネチョウ	kagoshima	nakatane
465020	鹿児島県	南種子町	町	カゴシマケン	ミナミタネチョウ	kagoshima	minamitane
465054	鹿児島県	屋久島町	町	カゴシマケン	ヤクシマチョウ	kagoshima	yakushima
465232	鹿児島県	大和村	村	カゴシマケン	ヤマトソン	kagoshima	yamato
465241	鹿児島県	宇検村	村	カゴシマケン	ウケンソン	kagoshima	uken
465259	鹿児島県	瀬戸内町	町	カゴシマケン	セトウチチョウ	kagoshima	setochi
465275	鹿児島県	龍郷町	町	カゴシマケン	タツゴウチョウ	kagoshima	tatsugo
465291	鹿児島県	喜界町	町	カゴシマケン	キカイチョウ	kagoshima	kikai
465305	鹿児島県	徳之島町	町	カゴシマケン	トクノシマチョウ	kagoshima	tokunoshima
465313	鹿児島県	天城町	町	カゴシマケン	アマギチョウ	kagoshima	amagi
465321	鹿児島県	伊仙町	町	カゴシマケン	イセンチョウ	kagoshima	isen
465330	鹿児島県	和泊町	町	カゴシマケン	ワドマリチョウ	kagoshima	wadomari
465348	鹿児島県	知名町	町	カゴシマケン	チナチョウ	kagoshima	china
465356	鹿児島県	与論町	町	カゴシマケン	ヨロンチョウ	kagoshima	yoron
472018	沖縄県	那覇市	市	オキナワケン	ナハシ	okinawa	naha
472051	沖縄県	宜野湾市	市	オキナワケン	ギノワンシ	okinawa	ginowan
472077	沖縄県	石垣市	市	オキナワケン	イシガキシ	okinawa	ishigaki
472085	沖縄県	浦添市	市	オキナワケン	ウラソエシ	okinawa	urasoe
472093	沖縄県	名護市	市	オキナワケン	ナゴシ	okinawa	nago
472107	沖縄県	糸満市	市	オキナワケン	イトマンシ	okinawa	itoman
472115	沖縄県	沖縄市	市	オキナワケン	オキナワシ	okinawa	okinawa
472123	沖縄県	豊見城市	市	オキナワケン	トミグスクシ	okinawa	tomigusuku
472131	沖縄県	うるま市	市	オキナワケン	ウルマシ	okinawa	uruma
472140	沖縄県	宮古島市	市	オキナワケン	ミヤコジマシ	okinawa	miyakojima
472158	沖縄県	南城市	市	オキナワケン	ナンジョウシ	okinawa	nanjo
473014	沖縄県	国頭村	村	オキナワケン	クニガミソン	okinawa	kunigami
473022	沖縄県	大宜味村	村	オキナワケン	オオギミソン	okinawa	ogimi
473031	沖縄県	東村	村	オキナワケン	ヒガシソン	okinawa	higashi
473065	沖縄県	今帰仁村	村	オキナワケン	ナキジンソン	okinawa	nakijin
473081	沖縄県	本部町	町	オキナワケン	モトブチョウ	okinawa	motobu
473111	沖縄県	恩納村	村	オキナワケン	オンナソン	okinawa	onna
473138	沖縄県	宜野座村	村	オキナワケン	ギノザソン	okinawa	ginoza
473146	沖縄県	金武町	町	オキナワケン	キンチョウ	okinawa	kin
473154	沖縄県	伊江村	村	オキナワケン	イエソン	okinawa	ie
473243	沖縄県	読谷村	村	オキナワケン	ヨミタンソン	okinawa	yomitan
473251	沖縄県	嘉手納町	町	オキナワケン	カデナチョウ	okinawa	kadena
473260	沖縄県	北谷町	町	オキナワケン	チヤタンチョウ	okinawa	chiyatan
473278	沖縄県	北中城村	村	オキナワケン	キタナカグスクソン	okinawa	kitanakagusuku
473286	沖縄県	中城村	村	オキナワケン	ナカグスクソン	okinawa	nakagusuku
473294	沖縄県	西原町	町	オキナワケン	ニシハラチョウ	okinawa	nishihara
473481	沖縄県	与那原町	町	オキナワケン	ヨナバルチョウ	okinawa	yonabaru
473502	沖縄県	南風原町	町	オキナワケン	ハエバルチョウ	okinawa	haebaru
473537	沖縄県	渡嘉敷村	村	オキナワケン	トカシキソン	okinawa	tokashiki
473545	沖縄県	座間味村	村	オキナワケン	ザマミソン	okinawa	zamami
473553	沖縄県	粟国村	村	オキナワケン	アグニソン	okinawa	aguni
473561	沖縄県	渡名喜村	村	オキナワケン	トナキソン	okinawa	tonaki
473570	沖縄県	南大東村	村	オキナワケン	ミナミダイトウソン	okinawa	minamidaito
473588	沖縄県	北大東村	村	オキナワケン	キタダイトウソン	okinawa	kitadaito
473596	沖縄県	伊平屋村	村	オキナワケン	イヘヤソン	okinawa	iheya
473600	沖縄県	伊是名村	村	オキナワケン	イゼナソン	okinawa	izena
473618	沖縄県	久米島町	町	オキナワケン	クメジマチョウ	okinawa	kumejima
473626	沖縄県	八重瀬町	町	オキナワケン	ヤエセチョウ	okinawa	yaese
473758	沖縄県	多良間村	村	オキナワケン	タラマソン	okinawa	tarama
473812	沖縄県	竹富町	町	オキナワケン	タケトミチョウ	okinawa	taketomi
473821	沖縄県	与那国町	町	オキナワケン	ヨナグニチョウ	okinawa	yonaguni
